TRANSACTION DATE,FROM ACCT,FROM NAME,FROM NO.,TRANS. TYPE,AMOUNT,FEES,E-LEVY,BAL BEFORE,BAL AFTER,TO NO.,TO NAME,TO ACCT,is_fraud,fraud_type,hour,is_weekend
2024-01-01 01:42:32.627329,USER_000835,User 000835,233596581114,DEBIT,7.45,0.0,0.0,215.8,208.35,0,hubtel.sp,ACCT_67293833,0,legitimate,1,False
2024-01-01 01:45:08.000000,USER_000396,User 000396,233211352446,CASH_IN,121.63958413838179,0.0,0.0,50.0,171.64,0,AirtelTigo,ACCT_60585198,0,legitimate,1,False
2024-01-01 01:46:32.101613,USER_000892,User 000892,233506373037,DEBIT,41.0,0.0,0.0,119.13,78.13,0,MTN,ACCT_59670504,0,legitimate,1,False
2024-01-01 01:48:50.000000,USER_000098,User 000098,233230901954,PAYMENT,17.01,0.0,0.0,375.98,358.97,0,jumia.sp,ACCT_20240666,0,legitimate,1,False
2024-01-01 01:50:02.859463,USER_001107,User 001107,233383620271,TRANSFER,8.03,0.0,0.0,265.34,257.31,233256028284,Recipient_00212,ACCT_73470872,0,legitimate,1,False
2024-01-01 01:51:13.444154,USER_001998,User 001998,233363935446,CASH_OUT,10.77,0.0,0.0,233.73,222.96,233363622993,Recipient_00271,ACCT_20527724,0,social_engineering,1,False
2024-01-01 01:51:29.014229,USER_001387,User 001387,233236680570,DEBIT,45.38,0.0,0.0,271.66,226.28,0,jumia.sp,ACCT_20240666,0,legitimate,1,False
2024-01-01 01:52:21.976208,USER_001991,User 001991,233338354861,PAYMENT_SEND,63.848632014282785,0.0,0.0,63.85,0.0,233478708072,Recipient_00302,ACCT_53566882,0,social_engineering,1,False
2024-01-01 01:52:33.797839,USER_001251,User 001251,233478211067,TRANSFER,18.42,0.0,0.0,205.25,186.83,233288125066,Recipient_00151,ACCT_89587359,0,legitimate,1,False
2024-01-01 01:53:08.985676,USER_001793,User 001793,233544138341,TRANSFER,23.95,0.0,0.0,308.74,284.79,233307559080,Recipient_00444,ACCT_61360176,0,legitimate,1,False
2024-01-01 01:54:24.000000,USER_001950,User 001950,233542209242,TRANSFER,33.8,0.0,0.0,444.17,410.37,233401381489,Recipient_00445,ACCT_26827579,0,social_engineering,1,False
2024-01-01 01:54:43.486794,USER_001895,User 001895,233424017922,PAYMENT,6.11,0.0,0.0,300.83,294.72,0,Vodafone,ACCT_40440529,0,legitimate,1,False
2024-01-01 01:55:50.485876,USER_000373,User 000373,233211616733,TRANSFER,34.49,0.0,0.0,347.55,313.06,0,AirtelTigo,ACCT_60585198,0,legitimate,1,False
2024-01-01 01:57:30.354773,USER_001936,User 001936,233338561862,TRANSFER,72.1282545814434,0.0,0.0,72.13,0.0,233467725485,Recipient_00270,ACCT_78333980,0,sim_swap,1,False
2024-01-01 01:58:13.000000,USER_001938,User 001938,233505666425,CASH_OUT,107.53,0.0,0.0,325.45,217.92,233356230945,Recipient_00103,ACCT_49854432,0,sim_swap,1,False
2024-01-01 01:58:33.000000,USER_000381,User 000381,233537962377,TRANSFER,34.89,0.0,0.0,310.12,275.23,233476994955,Recipient_00457,ACCT_69361281,0,legitimate,1,False
2024-01-01 02:00:58.000000,USER_001078,User 001078,233517680843,TRANSFER,11.97,0.0,0.0,303.68,291.71,233377924251,Recipient_00402,ACCT_93807925,0,legitimate,2,False
2024-01-01 02:04:56.756467,USER_001895,User 001895,233424017922,TRANSFER,15.0,0.0,0.0,273.26,258.26,233578956381,Recipient_00338,ACCT_23062365,0,legitimate,2,False
2024-01-01 02:05:07.590586,USER_000997,User 000997,233291813677,TRANSFER,24.44,0.0,0.0,158.21,133.77,233523479792,Recipient_00090,ACCT_2115130,0,legitimate,2,False
2024-01-01 02:05:52.000000,USER_001248,User 001248,233202594312,TRANSFER,31.28,0.0,0.0,138.61,107.33,233570015849,Recipient_00283,ACCT_5008041,0,legitimate,2,False
2024-01-01 02:10:27.000000,USER_000685,User 000685,233286909043,TRANSFER,125.17,0.0,0.0,350.66,225.49,233526609284,Recipient_00428,ACCT_28990055,0,legitimate,2,False
2024-01-01 02:11:07.831458,USER_000247,User 000247,233377696363,PAYMENT,42.86,0.0,0.0,238.76,195.9,0,AirtelTigo,ACCT_60585198,0,legitimate,2,False
2024-01-01 02:11:07.983188,USER_001993,User 001993,233420134516,TRANSFER,107.86,0.0,0.0,221.09,113.23,233508647373,Recipient_00490,ACCT_48909275,0,social_engineering,2,False
2024-01-01 02:11:53.906932,USER_000100,User 000100,233552244239,TRANSFER,110.56,0.0,0.0,200.99,90.43,233251451466,Recipient_00244,ACCT_73864195,0,legitimate,2,False
2024-01-01 02:12:16.832914,USER_000509,User 000509,233351164074,DEBIT,1.86,0.0,0.0,273.58,271.72,0,MTN,ACCT_59670504,0,legitimate,2,False
2024-01-01 02:13:18.096122,USER_001879,User 001879,233318832376,TRANSFER,21.66,0.0,0.0,216.4,194.74,233250715237,Recipient_00239,ACCT_12235337,0,legitimate,2,False
2024-01-01 02:15:48.892462,USER_000195,User 000195,233586145284,TRANSFER,6.97,0.0,0.0,111.9,104.93,233439057660,Recipient_00019,ACCT_78661740,0,legitimate,2,False
2024-01-01 02:15:51.394463,USER_001938,User 001938,233505666425,TRANSFER,2.83,0.0,0.0,96.48,93.65,233556002960,Recipient_00281,ACCT_56643578,0,sim_swap,2,False
2024-01-01 02:16:07.978149,USER_000098,User 000098,233230901954,TRANSFER,69.64,0.0,0.0,358.97,289.33,233583257386,Recipient_00050,ACCT_52176714,0,legitimate,2,False
2024-01-01 02:17:50.317595,USER_000479,User 000479,233429452695,TRANSFER,15.44,0.0,0.0,86.88,71.44,233399655769,Recipient_00316,ACCT_28975533,0,legitimate,2,False
2024-01-01 02:18:48.311414,USER_001951,User 001951,233339294029,TRANSFER,5.03,0.0,0.0,134.66,129.63,233387494875,Recipient_00138,ACCT_8611938,0,social_engineering,2,False
2024-01-01 02:19:10.373413,USER_001380,User 001380,233273500690,CASH_IN,55.62599057727249,0.0,0.0,44.42,100.05,0,hubtel.sp,ACCT_67293833,0,legitimate,2,False
2024-01-01 02:19:50.330079,USER_001078,User 001078,233517680843,DEBIT,0.5,0.0,0.0,188.39,187.89,0,AirtelTigo,ACCT_60585198,0,legitimate,2,False
2024-01-01 02:22:19.417109,USER_001416,User 001416,233273252052,TRANSFER,14.27,0.0,0.0,176.87,162.6,233381724114,Recipient_00498,ACCT_89266415,0,legitimate,2,False
2024-01-01 02:23:57.207582,USER_001951,User 001951,233339294029,TRANSFER,16.28,0.0,0.0,16.28,0.0,233387494875,Recipient_00138,ACCT_8611938,0,social_engineering,2,False
2024-01-01 02:24:01.207582,USER_001951,User 001951,233339294029,CASH_IN,194.21780044326263,0.0,0.0,0.0,194.22,0,uber.sp,ACCT_57863864,0,social_engineering,2,False
2024-01-01 02:25:16.333765,USER_001320,User 001320,233241078836,TRANSFER,24.67,0.0,0.0,411.94,387.27,233406421722,Recipient_00266,ACCT_68380999,0,legitimate,2,False
2024-01-01 02:26:02.514031,USER_001931,User 001931,233351411016,TRANSFER,100.81,0.0,0.0,280.47,179.66,233557181882,Recipient_00345,ACCT_46703841,0,sim_swap,2,False
2024-01-01 02:26:03.524669,USER_001322,User 001322,233332847088,DEBIT,8.0,0.0,0.0,374.26,366.26,0,jumia.sp,ACCT_20240666,0,legitimate,2,False
2024-01-01 02:28:04.394463,USER_001938,User 001938,233505666425,TRANSFER,70.69,0.0,0.0,167.17,96.48,233306904363,Recipient_00056,ACCT_26963547,0,sim_swap,2,False
2024-01-01 02:28:25.460025,USER_001951,User 001951,233339294029,TRANSFER,9.31,0.0,0.0,143.97,134.66,233397030470,Recipient_00294,ACCT_28721051,0,social_engineering,2,False
2024-01-01 02:29:37.511963,USER_001938,User 001938,233505666425,TRANSFER,66.12,0.0,0.0,72.74,6.62,233556002960,Recipient_00281,ACCT_56643578,0,sim_swap,2,False
2024-01-01 02:29:40.974271,USER_001249,User 001249,233340673029,DEBIT,12.67,0.0,0.0,301.31,288.64,0,hubtel.sp,ACCT_67293833,0,legitimate,2,False
2024-01-01 02:30:15.557104,USER_001779,User 001779,233461182407,CASH_IN,187.17549580772837,0.0,0.0,87.32,274.49,0,one4all.sp,ACCT_42488758,0,legitimate,2,False
2024-01-01 02:35:32.328813,USER_000864,User 000864,233257672151,TRANSFER,10.85,0.0,0.0,525.2,514.35,233425420247,Recipient_00091,ACCT_29527473,0,legitimate,2,False
2024-01-01 02:39:01.981382,USER_001793,User 001793,233544138341,TRANSFER,3.67,0.0,0.0,337.73,334.06,233307559080,Recipient_00444,ACCT_61360176,0,legitimate,2,False
2024-01-01 02:39:44.535835,USER_001950,User 001950,233542209242,TRANSFER,13.73,0.0,0.0,18.48,4.75,233495578654,Recipient_00357,ACCT_83334489,0,social_engineering,2,False
2024-01-01 02:39:46.117181,USER_001101,User 001101,233216406666,TRANSFER,44.68,0.0,0.0,148.74,104.06,233216345358,Recipient_00431,ACCT_99934517,0,legitimate,2,False
2024-01-01 02:40:19.914518,USER_000098,User 000098,233230901954,TRANSFER,15.84,0.0,0.0,289.33,273.49,233583257386,Recipient_00050,ACCT_52176714,0,legitimate,2,False
2024-01-01 02:43:59.490327,USER_001991,User 001991,233338354861,PAYMENT_SEND,2.99,0.0,0.0,204.25,201.26,233573972142,Recipient_00409,ACCT_38679,0,social_engineering,2,False
2024-01-01 02:44:23.847441,USER_000873,User 000873,233566505576,PAYMENT,13.83,0.0,0.0,339.12,325.29,0,Vodafone,ACCT_40440529,0,legitimate,2,False
2024-01-01 02:48:24.382197,USER_001950,User 001950,233542209242,TRANSFER,57.16,0.0,0.0,410.37,353.21,233314170212,Recipient_00114,ACCT_23207978,0,social_engineering,2,False
2024-01-01 02:49:58.787576,USER_000024,User 000024,233485264316,TRANSFER,23.15,0.0,0.0,125.28,102.13,233341551159,Recipient_00496,ACCT_13918794,0,legitimate,2,False
2024-01-01 02:52:25.450701,USER_000285,User 000285,233305173009,PAYMENT_SEND,2.5899053191659505,0.0,0.0,97.09,94.5,233582887817,Recipient_00098,ACCT_43544745,0,legitimate,2,False
2024-01-01 02:53:53.000000,USER_001013,User 001013,233590357677,PAYMENT,4.69,0.0,0.0,655.4,650.71,0,hubtel.sp,ACCT_67293833,0,legitimate,2,False
2024-01-01 02:54:42.000000,USER_000546,User 000546,233317278530,TRANSFER,15.08,0.0,0.0,233.35,218.27,233511927712,Recipient_00394,ACCT_86473366,0,legitimate,2,False
2024-01-01 02:57:36.224336,USER_000306,User 000306,233205406043,PAYMENT,25.1,0.0,0.0,179.15,154.05,0,MTN,ACCT_59670504,0,legitimate,2,False
2024-01-01 02:59:17.161335,USER_001936,User 001936,233338561862,DEBIT,3.41,0.0,0.0,212.68,209.27,0,one4all.sp,ACCT_42488758,0,sim_swap,2,False
2024-01-01 03:00:13.596369,USER_001998,User 001998,233363935446,TRANSFER,25.97,0.0,0.0,350.59,324.62,233217585007,Recipient_00209,ACCT_33431684,0,social_engineering,3,False
2024-01-01 03:01:11.165293,USER_000307,User 000307,233425125225,DEBIT,5.92,0.0,0.0,157.1,151.18,0,Vodafone,ACCT_40440529,0,legitimate,3,False
2024-01-01 03:01:59.275087,USER_000835,User 000835,233596581114,TRANSFER,33.15,0.0,0.0,295.8,262.65,233535800609,Recipient_00484,ACCT_60403180,0,legitimate,3,False
2024-01-01 03:02:56.000000,USER_000384,User 000384,233308607240,TRANSFER,28.74,0.0,0.0,153.53,124.79,233446093637,Recipient_00387,ACCT_23059648,0,legitimate,3,False
2024-01-01 03:03:35.000000,USER_001427,User 001427,233508422312,TRANSFER,98.33,0.0,0.0,214.66,116.33,233406421722,Recipient_00266,ACCT_68380999,0,legitimate,3,False
2024-01-01 03:04:17.205163,USER_001249,User 001249,233340673029,DEBIT,3.64,0.0,0.0,211.35,207.71,0,one4all.sp,ACCT_42488758,0,legitimate,3,False
2024-01-01 03:06:27.633080,USER_001895,User 001895,233424017922,DEBIT,7.05,0.0,0.0,241.85,234.8,0,Vodafone,ACCT_40440529,0,legitimate,3,False
2024-01-01 03:09:21.000000,USER_001991,User 001991,233338354861,PAYMENT_SEND,19.06,0.0,0.0,253.7,234.64,233493919350,Recipient_00307,ACCT_51061538,0,social_engineering,3,False
2024-01-01 03:09:55.024865,USER_001789,User 001789,233249214673,DEBIT,2.92,0.0,0.0,339.11,336.19,0,one4all.sp,ACCT_42488758,0,legitimate,3,False
2024-01-01 03:12:44.415028,USER_001915,User 001915,233397431766,TRANSFER,4.75,0.0,0.0,34.19,29.44,233588139601,Recipient_00093,ACCT_53275748,0,social_engineering,3,False
2024-01-01 03:14:12.241166,USER_000098,User 000098,233230901954,TRANSFER,15.02,0.0,0.0,273.49,258.47,233583257386,Recipient_00050,ACCT_52176714,0,legitimate,3,False
2024-01-01 03:15:52.769759,USER_001078,User 001078,233517680843,DEBIT,1.21,0.0,0.0,189.6,188.39,0,uber.sp,ACCT_57863864,0,legitimate,3,False
2024-01-01 03:17:52.563699,USER_001078,User 001078,233517680843,TRANSFER,13.17,0.0,0.0,291.01,277.84,233377924251,Recipient_00402,ACCT_93807925,0,legitimate,3,False
2024-01-01 03:20:52.358904,USER_000326,User 000326,233346998359,DEBIT,5.87,0.0,0.0,300.6,294.73,0,MTN,ACCT_59670504,0,legitimate,3,False
2024-01-01 03:23:49.662024,USER_001986,User 001986,233296612644,TRANSFER,2.34,0.0,0.0,263.42,261.08,233532105208,Recipient_00381,ACCT_34541060,0,sim_swap,3,False
2024-01-01 03:25:01.108409,USER_001931,User 001931,233351411016,PAYMENT,21.09,0.0,0.0,179.66,158.57,0,AirtelTigo,ACCT_60585198,0,sim_swap,3,False
2024-01-01 03:25:53.237561,USER_000195,User 000195,233586145284,TRANSFER,17.03,0.0,0.0,191.94,174.91,233439057660,Recipient_00019,ACCT_78661740,0,legitimate,3,False
2024-01-01 03:26:36.332224,USER_000044,User 000044,233589704265,DEBIT,19.04,0.0,0.0,369.0,349.96,0,AirtelTigo,ACCT_60585198,0,legitimate,3,False
2024-01-01 03:26:51.424661,USER_001614,User 001614,233539085073,PAYMENT,6.9,0.0,0.0,342.65,335.75,0,hubtel.sp,ACCT_67293833,0,legitimate,3,False
2024-01-01 03:27:46.161335,USER_001936,User 001936,233338561862,TRANSFER,10.79,0.0,0.0,223.47,212.68,233477619835,Recipient_00383,ACCT_58732255,0,sim_swap,3,False
2024-01-01 03:30:04.957856,USER_001936,User 001936,233338561862,TRANSFER,130.86,0.0,0.0,194.95,64.09,233477619835,Recipient_00383,ACCT_58732255,0,sim_swap,3,False
2024-01-01 03:32:19.763549,USER_000894,User 000894,233330386089,TRANSFER,17.02,0.0,0.0,196.49,179.47,233465299645,Recipient_00414,ACCT_30214767,0,legitimate,3,False
2024-01-01 03:38:57.000000,USER_001436,User 001436,233290833661,PAYMENT,27.17,0.0,0.0,285.19,258.02,0,jumia.sp,ACCT_20240666,0,legitimate,3,False
2024-01-01 03:40:29.921278,USER_001915,User 001915,233397431766,CASH_IN,125.17167407139245,0.0,0.0,0.0,125.17,0,jumia.sp,ACCT_20240666,0,social_engineering,3,False
2024-01-01 03:41:04.871533,USER_001986,User 001986,233296612644,PAYMENT,35.47,0.0,0.0,160.96,125.49,0,jumia.sp,ACCT_20240666,0,sim_swap,3,False
2024-01-01 03:42:20.481310,USER_000468,User 000468,233270440770,DEBIT,30.74,0.0,0.0,68.34,37.6,0,uber.sp,ACCT_57863864,0,legitimate,3,False
2024-01-01 03:45:07.999267,USER_001895,User 001895,233424017922,PAYMENT,16.4,0.0,0.0,133.23,116.83,0,one4all.sp,ACCT_42488758,0,legitimate,3,False
